task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,6,filler,0,58,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,6,filler,1,87,10,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 10
arith,default,6,filler,2,16,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,6,filler,3,88,104,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 104
arith,default,6,filler,4,85,60,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 60
arith,default,6,filler,5,98,108,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 108
arith,default,6,filler,6,24,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,6,filler,7,96,106,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 106
arith,default,6,filler,8,74,46,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 46
arith,default,6,filler,9,81,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,6,filler,10,50,104,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 104
arith,default,6,filler,11,23,10,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 10
arith,default,6,filler,12,40,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,6,filler,13,79,104,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 104
arith,default,6,filler,14,39,63,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 63
arith,default,6,filler,15,14,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,6,filler,16,80,52,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 52
arith,default,6,filler,17,21,1,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: 1
arith,default,6,filler,18,97,134,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 134
arith,default,6,filler,19,79,45,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 45
arith,default,6,filler,20,21,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,6,filler,21,20,10,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 10
arith,default,6,filler,22,37,63,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 63
arith,default,6,filler,23,75,65,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 65
arith,default,6,filler,24,97,105,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 105
arith,default,6,filler,25,14,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,6,filler,26,75,103,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 103
arith,default,6,filler,27,63,42,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 42
arith,default,6,filler,28,86,103,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 103
arith,default,6,filler,29,46,55,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 55
