task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,3,filler,0,13,28,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 28
arith,default,3,filler,1,82,51,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 51
arith,default,3,filler,2,56,60,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 60
arith,default,3,filler,3,37,29,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 29
arith,default,3,filler,4,21,30,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 30
arith,default,3,filler,5,25,38,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 38
arith,default,3,filler,6,32,2,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 2
arith,default,3,filler,7,49,63,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 63
arith,default,3,filler,8,31,31,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 31
arith,default,3,filler,9,34,40,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 40
arith,default,3,filler,10,34,44,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 44
arith,default,3,filler,11,95,91,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 91
arith,default,3,filler,12,57,65,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 65
arith,default,3,filler,13,65,59,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 59
arith,default,3,filler,14,33,63,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 63
arith,default,3,filler,15,13,46,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 46
arith,default,3,filler,16,24,30,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 30
arith,default,3,filler,17,12,9,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 9
arith,default,3,filler,18,93,84,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 84
arith,default,3,filler,19,78,42,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 42
arith,default,3,filler,20,58,107,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 107
arith,default,3,filler,21,62,37,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 37
arith,default,3,filler,22,43,49,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 49
arith,default,3,filler,23,74,78,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 78
arith,default,3,filler,24,57,95,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 95
arith,default,3,filler,25,39,36,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 36
arith,default,3,filler,26,32,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,3,filler,27,68,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,3,filler,28,89,88,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 88
arith,default,3,filler,29,45,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
