task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,3,filler,0,20,24,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 24
arith,default,3,filler,1,51,60,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 60
arith,default,3,filler,2,68,71,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 71
arith,default,3,filler,3,79,85,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 85
arith,default,3,filler,4,66,51,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 51
arith,default,3,filler,5,38,31,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 31
arith,default,3,filler,6,11,13,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 13
arith,default,3,filler,7,34,12,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 12
arith,default,3,filler,8,75,75,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 75
arith,default,3,filler,9,94,104,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 104
arith,default,3,filler,10,51,75,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 75
arith,default,3,filler,11,77,67,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 67
arith,default,3,filler,12,74,66,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 66
arith,default,3,filler,13,44,40,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 40
arith,default,3,filler,14,74,82,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 82
arith,default,3,filler,15,53,61,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 61
arith,default,3,filler,16,71,57,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 57
arith,default,3,filler,17,64,67,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 67
arith,default,3,filler,18,10,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,3,filler,19,16,76,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 76
arith,default,3,filler,20,56,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,3,filler,21,62,62,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 62
arith,default,3,filler,22,27,36,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 36
arith,default,3,filler,23,67,55,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 55
arith,default,3,filler,24,73,85,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 85
arith,default,3,filler,25,43,43,1,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 43
arith,default,3,filler,26,56,51,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 51
arith,default,3,filler,27,49,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,3,filler,28,44,56,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 56
arith,default,3,filler,29,81,71,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 71
