task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,4,filler,0,67,62,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 62
arith,default,4,filler,1,69,105,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 105
arith,default,4,filler,2,13,26,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 26
arith,default,4,filler,3,81,87,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 87
arith,default,4,filler,4,31,72,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 72
arith,default,4,filler,5,59,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,4,filler,6,81,54,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 54
arith,default,4,filler,7,57,45,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 45
arith,default,4,filler,8,67,60,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 60
arith,default,4,filler,9,51,31,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 31
arith,default,4,filler,10,29,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,4,filler,11,73,66,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 66
arith,default,4,filler,12,46,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,4,filler,13,72,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,4,filler,14,63,51,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 51
arith,default,4,filler,15,52,60,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 60
arith,default,4,filler,16,69,115,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 115
arith,default,4,filler,17,95,83,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 83
arith,default,4,filler,18,82,101,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 101
arith,default,4,filler,19,72,51,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 51
arith,default,4,filler,20,14,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,4,filler,21,67,51,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 51
arith,default,4,filler,22,32,37,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 37
arith,default,4,filler,23,45,35,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 35
arith,default,4,filler,24,66,67,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 67
arith,default,4,filler,25,33,35,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 35
arith,default,4,filler,26,14,60,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 60
arith,default,4,filler,27,96,102,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 102
arith,default,4,filler,28,14,24,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 24
arith,default,4,filler,29,86,81,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 81
