task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,6,immediate,0,76,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,6,immediate,1,80,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,6,immediate,2,28,1,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: 1
arith,default,6,immediate,3,81,116,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 116
arith,default,6,immediate,4,89,10,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 10
arith,default,6,immediate,5,60,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,6,immediate,6,93,45,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 45
arith,default,6,immediate,7,87,3,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 3
arith,default,6,immediate,8,26,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,6,immediate,9,22,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,6,immediate,10,89,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,6,immediate,11,73,10,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 10
arith,default,6,immediate,12,86,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,6,immediate,13,32,24,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 24
arith,default,6,immediate,14,93,84,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 84
arith,default,6,immediate,15,26,4,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 4
arith,default,6,immediate,16,72,35,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 35
arith,default,6,immediate,17,79,45,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 45
arith,default,6,immediate,18,69,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,6,immediate,19,18,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,6,immediate,20,99,108,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 108
arith,default,6,immediate,21,88,105,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 105
arith,default,6,immediate,22,36,10,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 10
arith,default,6,immediate,23,83,104,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 104
arith,default,6,immediate,24,98,108,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 108
arith,default,6,immediate,25,25,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,6,immediate,26,80,45,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 45
arith,default,6,immediate,27,64,45,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 45
arith,default,6,immediate,28,31,52,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 52
arith,default,6,immediate,29,97,45,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 45
