task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,2,filler,0,45,64,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 64
arith,default,2,filler,1,60,65,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 65
arith,default,2,filler,2,45,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,2,filler,3,21,21,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 21
arith,default,2,filler,4,21,21,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 21
arith,default,2,filler,5,37,37,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 37
arith,default,2,filler,6,25,16,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 16
arith,default,2,filler,7,50,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,2,filler,8,44,46,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 46
arith,default,2,filler,9,20,2,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 2
arith,default,2,filler,10,56,56,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 56
arith,default,2,filler,11,61,42,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 42
arith,default,2,filler,12,76,76,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 76
arith,default,2,filler,13,31,31,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 31
arith,default,2,filler,14,55,42,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 42
arith,default,2,filler,15,57,57,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 57
arith,default,2,filler,16,56,56,1,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 56
arith,default,2,filler,17,41,18,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 18
arith,default,2,filler,18,21,44,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 44
arith,default,2,filler,19,42,42,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 42
arith,default,2,filler,20,73,73,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 73
arith,default,2,filler,21,94,94,1,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 94
arith,default,2,filler,22,58,71,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 71
arith,default,2,filler,23,15,18,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 18
arith,default,2,filler,24,38,53,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 53
arith,default,2,filler,25,65,65,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 65
arith,default,2,filler,26,62,55,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 55
arith,default,2,filler,27,64,28,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 28
arith,default,2,filler,28,18,11,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 11
arith,default,2,filler,29,30,41,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 41
