task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,4,filler,0,88,62,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 62
arith,default,4,filler,1,72,66,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 66
arith,default,4,filler,2,52,120,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 120
arith,default,4,filler,3,49,11,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 11
arith,default,4,filler,4,92,38,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 38
arith,default,4,filler,5,30,20,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 20
arith,default,4,filler,6,86,47,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 47
arith,default,4,filler,7,53,52,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 52
arith,default,4,filler,8,25,23,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 23
arith,default,4,filler,9,79,56,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 56
arith,default,4,filler,10,58,44,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 44
arith,default,4,filler,11,22,3,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: 3
arith,default,4,filler,12,86,57,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 57
arith,default,4,filler,13,41,56,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 56
arith,default,4,filler,14,95,83,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 83
arith,default,4,filler,15,48,12,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 12
arith,default,4,filler,16,87,38,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 38
arith,default,4,filler,17,30,2,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 2
arith,default,4,filler,18,47,67,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 67
arith,default,4,filler,19,41,25,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 25
arith,default,4,filler,20,87,62,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 62
arith,default,4,filler,21,29,45,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 45
arith,default,4,filler,22,40,42,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 42
arith,default,4,filler,23,65,62,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 62
arith,default,4,filler,24,50,44,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 44
arith,default,4,filler,25,54,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,4,filler,26,54,47,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 47
arith,default,4,filler,27,22,20,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 20
arith,default,4,filler,28,66,76,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 76
arith,default,4,filler,29,79,115,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 115
