task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,2,immediate,0,17,17,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 17
arith,default,2,immediate,1,47,47,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 47
arith,default,2,immediate,2,53,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,2,immediate,3,54,42,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 42
arith,default,2,immediate,4,90,87,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 87
arith,default,2,immediate,5,52,40,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 40
arith,default,2,immediate,6,72,61,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 61
arith,default,2,immediate,7,42,104,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 104
arith,default,2,immediate,8,65,56,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 56
arith,default,2,immediate,9,19,21,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 21
arith,default,2,immediate,10,55,51,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 51
arith,default,2,immediate,11,55,55,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 55
arith,default,2,immediate,12,31,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,2,immediate,13,54,54,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 54
arith,default,2,immediate,14,83,83,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 83
arith,default,2,immediate,15,63,47,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 47
arith,default,2,immediate,16,45,49,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 49
arith,default,2,immediate,17,27,27,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 27
arith,default,2,immediate,18,49,49,1,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 49
arith,default,2,immediate,19,66,57,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 57
arith,default,2,immediate,20,77,77,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 77
arith,default,2,immediate,21,17,35,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 35
arith,default,2,immediate,22,23,23,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 23
arith,default,2,immediate,23,13,13,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 13
arith,default,2,immediate,24,17,17,1,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 17
arith,default,2,immediate,25,40,17,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 17
arith,default,2,immediate,26,61,52,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 52
arith,default,2,immediate,27,26,24,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 24
arith,default,2,immediate,28,41,51,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 51
arith,default,2,immediate,29,49,49,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 49
