task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,3,filler,0,30,34,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 34
arith,default,3,filler,1,71,50,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 50
arith,default,3,filler,2,66,72,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 72
arith,default,3,filler,3,65,55,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 55
arith,default,3,filler,4,67,63,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 63
arith,default,3,filler,5,33,0,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: 0
arith,default,3,filler,6,59,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,3,filler,7,71,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,3,filler,8,93,97,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 97
arith,default,3,filler,9,49,48,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 48
arith,default,3,filler,10,78,82,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 82
arith,default,3,filler,11,86,86,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 86
arith,default,3,filler,12,57,55,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 55
arith,default,3,filler,13,66,80,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 80
arith,default,3,filler,14,14,38,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 38
arith,default,3,filler,15,69,59,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 59
arith,default,3,filler,16,96,58,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 58
arith,default,3,filler,17,53,105,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 105
arith,default,3,filler,18,21,24,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 24
arith,default,3,filler,19,48,54,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 54
arith,default,3,filler,20,82,78,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 78
arith,default,3,filler,21,57,65,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 65
arith,default,3,filler,22,66,61,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 61
arith,default,3,filler,23,43,44,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 44
arith,default,3,filler,24,29,36,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 36
arith,default,3,filler,25,38,68,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 68
arith,default,3,filler,26,19,5,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 5
arith,default,3,filler,27,48,29,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 29
arith,default,3,filler,28,53,45,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 45
arith,default,3,filler,29,44,33,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 33
