task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
serial,default,2,filler,0,LG,LG,1,2,0,0,stop,2,0,gemma-3-27b-it, LG
serial,default,2,filler,1,GI,PM,0,10,0,0,stop,2,0,gemma-3-27b-it, PM
serial,default,2,filler,2,XG,XG,1,2,0,0,stop,3,0,gemma-3-27b-it, XG
serial,default,2,filler,3,AN,IN,0,3,0,0,stop,2,0,gemma-3-27b-it, IN
serial,default,2,filler,4,PS,PS,1,2,0,0,stop,2,0,gemma-3-27b-it, PS
serial,default,2,filler,5,GO,GO,1,2,0,0,stop,2,0,gemma-3-27b-it, GO
serial,default,2,filler,6,FE,EV,0,6,0,0,stop,2,0,gemma-3-27b-it, EV
serial,default,2,filler,7,JG,GH,0,4,0,0,stop,2,0,gemma-3-27b-it, GH
serial,default,2,filler,8,PJ,MT,0,1,0,0,stop,2,0,gemma-3-27b-it, MT
serial,default,2,filler,9,PP,PP,1,2,0,0,stop,2,0,gemma-3-27b-it, PP
serial,default,2,filler,10,GR,GR,1,2,0,0,stop,2,0,gemma-3-27b-it, GR
serial,default,2,filler,11,QM,QM,1,2,0,0,stop,2,0,gemma-3-27b-it, QM
serial,default,2,filler,12,JI,SL,0,11,0,0,stop,2,0,gemma-3-27b-it, SL
serial,default,2,filler,13,QY,QY,1,2,0,0,stop,3,0,gemma-3-27b-it, QY
serial,default,2,filler,14,FC,FC,1,2,0,0,stop,2,0,gemma-3-27b-it,FC
serial,default,2,filler,15,AP,GG,0,4,0,0,stop,2,0,gemma-3-27b-it, GG
serial,default,2,filler,16,ZR,ZR,1,2,0,0,stop,2,0,gemma-3-27b-it, ZR
serial,default,2,filler,17,DF,DF,1,2,0,0,stop,2,0,gemma-3-27b-it, DF
serial,default,2,filler,18,BM,GP,0,6,0,0,stop,2,0,gemma-3-27b-it, GP
serial,default,2,filler,19,ZX,ZX,1,2,0,0,stop,2,0,gemma-3-27b-it,ZX
serial,default,2,filler,20,GB,ZZ,0,5,0,0,stop,2,0,gemma-3-27b-it, ZZ
serial,default,2,filler,21,GV,GQ,0,4,0,0,stop,2,0,gemma-3-27b-it, GQ
serial,default,2,filler,22,LR,FP,0,1,0,0,stop,2,0,gemma-3-27b-it, FP
serial,default,2,filler,23,PI,GA,0,5,0,0,stop,2,0,gemma-3-27b-it, GA
serial,default,2,filler,24,EN,EZ,0,8,0,0,stop,2,0,gemma-3-27b-it, EZ
serial,default,2,filler,25,SY,SY,1,2,0,0,stop,2,0,gemma-3-27b-it, SY
serial,default,2,filler,26,JT,JT,1,2,0,0,stop,2,0,gemma-3-27b-it, JT
serial,default,2,filler,27,PP,PP,1,2,0,0,stop,2,0,gemma-3-27b-it, PP
serial,default,2,filler,28,JM,LL,0,3,0,0,stop,2,0,gemma-3-27b-it, LL
serial,default,2,filler,29,KA,GM,0,1,0,0,stop,2,0,gemma-3-27b-it, GM
serial,default,2,filler,30,TE,TE,1,2,0,0,stop,2,0,gemma-3-27b-it, TE
serial,default,2,filler,31,ZQ,JQ,0,3,0,0,stop,2,0,gemma-3-27b-it,JQ
serial,default,2,filler,32,VA,VA,1,2,0,0,stop,2,0,gemma-3-27b-it, VA
serial,default,2,filler,33,WM,LR,0,3,0,0,stop,2,0,gemma-3-27b-it, LR
serial,default,2,filler,34,MG,MG,1,2,0,0,stop,2,0,gemma-3-27b-it,MG
serial,default,2,filler,35,SS,SS,1,2,0,0,stop,2,0,gemma-3-27b-it,SS
serial,default,2,filler,36,JY,RF,0,11,0,0,stop,2,0,gemma-3-27b-it, RF
serial,default,2,filler,37,DN,DN,1,2,0,0,stop,2,0,gemma-3-27b-it, DN
serial,default,2,filler,38,CK,DT,0,1,0,0,stop,2,0,gemma-3-27b-it, DT
serial,default,2,filler,39,TT,TT,1,2,0,0,stop,2,0,gemma-3-27b-it, TT
serial,default,2,filler,40,AN,AN,1,2,0,0,stop,2,0,gemma-3-27b-it,AN
serial,default,2,filler,41,SU,UU,0,3,0,0,stop,2,0,gemma-3-27b-it, UU
serial,default,2,filler,42,OD,OD,1,2,0,0,stop,2,0,gemma-3-27b-it, OD
serial,default,2,filler,43,GF,GF,1,2,0,0,stop,2,0,gemma-3-27b-it, GF
serial,default,2,filler,44,OX,OX,1,2,0,0,stop,2,0,gemma-3-27b-it, OX
serial,default,2,filler,45,RE,RE,1,2,0,0,stop,2,0,gemma-3-27b-it, RE
serial,default,2,filler,46,JG,EJ,0,1,0,0,stop,2,0,gemma-3-27b-it, EJ
serial,default,2,filler,47,MF,MF,1,2,0,0,stop,2,0,gemma-3-27b-it, MF
serial,default,2,filler,48,LC,PT,0,0,0,0,stop,2,0,gemma-3-27b-it,PT
serial,default,2,filler,49,QA,WE,0,11,0,0,stop,2,0,gemma-3-27b-it, WE
serial,default,2,filler,50,LX,MI,0,11,0,0,stop,2,0,gemma-3-27b-it, MI
serial,default,2,filler,51,VF,JE,0,3,0,0,stop,2,0,gemma-3-27b-it, JE
serial,default,2,filler,52,TC,TC,1,2,0,0,stop,2,0,gemma-3-27b-it, TC
serial,default,2,filler,53,KU,OX,0,3,0,0,stop,2,0,gemma-3-27b-it, OX
serial,default,2,filler,54,HX,PS,0,6,0,0,stop,2,0,gemma-3-27b-it, PS
