task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,6,filler,0,94,115,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 115
arith,default,6,filler,1,83,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,6,filler,2,45,105,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 105
arith,default,6,filler,3,94,105,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 105
arith,default,6,filler,4,33,2,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 2
arith,default,6,filler,5,41,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,6,filler,6,40,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,6,filler,7,32,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,6,filler,8,94,103,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 103
arith,default,6,filler,9,28,103,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 103
arith,default,6,filler,10,17,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,6,filler,11,12,20,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 20
arith,default,6,filler,12,26,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,6,filler,13,87,114,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 114
arith,default,6,filler,14,98,106,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 106
arith,default,6,filler,15,92,105,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 105
arith,default,6,filler,16,38,2,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: 2
arith,default,6,filler,17,27,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,6,filler,18,93,72,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 72
arith,default,6,filler,19,52,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,6,filler,20,29,85,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 85
arith,default,6,filler,21,98,108,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 108
arith,default,6,filler,22,18,4,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 4
arith,default,6,filler,23,80,35,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 35
arith,default,6,filler,24,51,106,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 106
arith,default,6,filler,25,30,30,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 30
arith,default,6,filler,26,32,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,6,filler,27,98,111,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 111
arith,default,6,filler,28,17,23,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 23
arith,default,6,filler,29,98,108,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 108
