task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
serial,default,2,immediate,0,ZF,ZF,1,2,0,0,stop,2,0,gemma-3-27b-it, ZF
serial,default,2,immediate,1,ZZ,ZZ,1,2,0,0,stop,2,0,gemma-3-27b-it, ZZ
serial,default,2,immediate,2,AN,TC,0,1,0,0,stop,2,0,gemma-3-27b-it, TC
serial,default,2,immediate,3,QG,OV,0,3,0,0,stop,2,0,gemma-3-27b-it,OV
serial,default,2,immediate,4,SW,SW,1,2,0,0,stop,2,0,gemma-3-27b-it, SW
serial,default,2,immediate,5,US,US,1,2,0,0,stop,2,0,gemma-3-27b-it, US
serial,default,2,immediate,6,DC,DC,1,2,0,0,stop,2,0,gemma-3-27b-it, DC
serial,default,2,immediate,7,VC,GI,0,1,0,0,stop,2,0,gemma-3-27b-it, GI
serial,default,2,immediate,8,GW,GW,1,2,0,0,stop,2,0,gemma-3-27b-it, GW
serial,default,2,immediate,9,KB,BZ,0,3,0,0,stop,3,0,gemma-3-27b-it, BZ
serial,default,2,immediate,10,VS,AT,0,7,0,0,stop,2,0,gemma-3-27b-it, AT
serial,default,2,immediate,11,MU,MU,1,2,0,0,stop,2,0,gemma-3-27b-it, MU
serial,default,2,immediate,12,CI,QK,0,0,0,0,stop,3,0,gemma-3-27b-it, QK
serial,default,2,immediate,13,SC,OS,0,1,0,0,stop,2,0,gemma-3-27b-it, OS
serial,default,2,immediate,14,HR,HR,1,2,0,0,stop,2,0,gemma-3-27b-it, HR
serial,default,2,immediate,15,YB,YB,1,2,0,0,stop,3,0,gemma-3-27b-it, YB
serial,default,2,immediate,16,AH,AH,1,2,0,0,stop,2,0,gemma-3-27b-it, AH
serial,default,2,immediate,17,QH,QH,1,2,0,0,stop,2,0,gemma-3-27b-it, QH
serial,default,2,immediate,18,RL,HT,0,0,0,0,stop,2,0,gemma-3-27b-it, HT
serial,default,2,immediate,19,IU,IU,1,2,0,0,stop,2,0,gemma-3-27b-it, IU
serial,default,2,immediate,20,WO,EZ,0,1,0,0,stop,2,0,gemma-3-27b-it, EZ
serial,default,2,immediate,21,ZA,ZA,1,2,0,0,stop,2,0,gemma-3-27b-it, ZA
serial,default,2,immediate,22,YO,YO,1,2,0,0,stop,2,0,gemma-3-27b-it, YO
serial,default,2,immediate,23,IB,CT,0,3,0,0,stop,2,0,gemma-3-27b-it, CT
serial,default,2,immediate,24,MT,MT,1,2,0,0,stop,2,0,gemma-3-27b-it, MT
serial,default,2,immediate,25,QL,NY,0,3,0,0,stop,2,0,gemma-3-27b-it, NY
serial,default,2,immediate,26,RR,RR,1,2,0,0,stop,2,0,gemma-3-27b-it, RR
