task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,6,filler,0,77,80,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 80
arith,default,6,filler,1,15,2,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 2
arith,default,6,filler,2,59,43,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,6,filler,3,21,10,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 10
arith,default,6,filler,4,67,4,0,-1,0,0,stop,4,0,qwen3.6-27b,Answer: 4
arith,default,6,filler,5,25,100,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 100
arith,default,6,filler,6,32,5,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 5
arith,default,6,filler,7,53,45,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 45
arith,default,6,filler,8,99,63,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 63
arith,default,6,filler,9,39,50,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 50
arith,default,6,filler,10,96,60,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 60
arith,default,6,filler,11,43,53,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 53
arith,default,6,filler,12,72,83,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 83
arith,default,6,filler,13,28,63,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 63
arith,default,6,filler,14,75,45,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 45
arith,default,6,filler,15,43,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,6,filler,16,75,61,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 61
arith,default,6,filler,17,34,1,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 1
arith,default,6,filler,18,13,46,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 46
arith,default,6,filler,19,47,64,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 64
arith,default,6,filler,20,86,62,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 62
arith,default,6,filler,21,32,50,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 50
arith,default,6,filler,22,48,42,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 42
arith,default,6,filler,23,26,20,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 20
arith,default,6,filler,24,86,5,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 5
arith,default,6,filler,25,51,5,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 5
arith,default,6,filler,26,93,42,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 42
arith,default,6,filler,27,28,41,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 41
arith,default,6,filler,28,41,40,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 40
arith,default,6,filler,29,90,60,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 60
