task,wording,k,condition,idx,gold,pred,correct,eff_hops,leak,error,finish,out_tokens,reasoning_tokens,model,completion
arith,default,2,filler,0,62,64,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 64
arith,default,2,filler,1,64,68,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 68
arith,default,2,filler,2,52,86,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 86
arith,default,2,filler,3,60,60,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 60
arith,default,2,filler,4,59,59,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 59
arith,default,2,filler,5,81,63,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 63
arith,default,2,filler,6,64,24,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 24
arith,default,2,filler,7,41,45,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 45
arith,default,2,filler,8,44,39,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 39
arith,default,2,filler,9,14,12,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 12
arith,default,2,filler,10,60,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,2,filler,11,25,25,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 25
arith,default,2,filler,12,43,43,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 43
arith,default,2,filler,13,83,83,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 83
arith,default,2,filler,14,55,65,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 65
arith,default,2,filler,15,14,14,1,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 14
arith,default,2,filler,16,53,20,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 20
arith,default,2,filler,17,74,64,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 64
arith,default,2,filler,18,46,48,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 48
arith,default,2,filler,19,44,34,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 34
arith,default,2,filler,20,60,117,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 117
arith,default,2,filler,21,46,46,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 46
arith,default,2,filler,22,71,71,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 71
arith,default,2,filler,23,70,61,0,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 61
arith,default,2,filler,24,15,2,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 2
arith,default,2,filler,25,75,104,0,-1,0,0,stop,7,0,qwen3.6-27b,Answer: 104
arith,default,2,filler,26,37,41,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 41
arith,default,2,filler,27,69,69,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 69
arith,default,2,filler,28,27,21,0,-1,0,0,stop,5,0,qwen3.6-27b,Answer: 21
arith,default,2,filler,29,69,69,1,-1,0,0,stop,6,0,qwen3.6-27b,Answer: 69
